Address,Town/City,Business Type,Color,Municipality,Security,Town Population,Municipality Population
"464 Hendrik Van Eck Blvd, Vanderbijlpark S. E. 4, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Private Bag X777, Vanderbijlpark 777 Frikkie Meyer Boulevard, Gauteng, 1911",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"777a Frikkie Meyer Blvd, Vanderbijlpark S. E. 3, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Zuurfontein, Vanderbijlpark, 3250, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"38A Chopin St, Vanderbijlpark S. W. 5, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Cnr. Wenning and, Emfuleni Dr, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop 3, Building 1085, 2 Verdi St, Vanderbijlpark S. W. 5, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"28 Frikkie Meyer Boulevard, Vanderbijlpark, 1901, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop 34, Vaal Mall Cnr R42 &amp;, Rossini Blvd, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Cnr Frikkie Meyer Blvd &amp;, Barrage Rd, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"General Hertzog St &amp;, F W Beyers St, Vanderbijlpark C. C., Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Roots Rd, Louisrus AH, Vanderbijlpark, 1915, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Hans Strijdom St, Vanderbijlpark C. C., Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Chopin St, Vanderbijlpark S. W. 5, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Stand 100, Plaas Mullersrust, Barrage, Emfuleni, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Section 6, 54 Fitzsimons St, Vanderbijlpark S. E. 6, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"1 Petter St, Vanderbijlpark C. E. 6, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop No 1 president kurger street vandabiljpark vandabijpark, 1 President Kruger St, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop 01 Helena Lochner St, Vanderbijlpark S. W. 1, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"2 Mansfelt St, Vanderbijlpark S. E. 7, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop 185 Vaal Mall Cnr Rossini Boulevard and, Barrage Rd, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop 6, The Junxion, 65 Chopin Street, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Jane Furse, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"464 Hendrik Van Eck Blvd, Vanderbijlpark S. E. 4, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"85 D F Malan St, Vanderbijlpark C. C., Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"37 Fitzsimons St, Vanderbijlpark S. E. 6, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"South East Boulevard Shopping Centre Cnr Andries Potgieter &amp;, Hendrik Van Eck Blvd, Vanderbijlpark S. E. 8, Vanderbijlpark, 1911",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Vanderbijlpark CBD Cnr Andries Potgieter &amp;, Hendrik Van Eck Blvd, Boulevards, Vanderbijlpark, 2061, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"10 Hans Van Rensburg St, Vanderbijlpark S. E. 7, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"16 Fraser St, Vanderbijlpark C. E. 6, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Vanderbijlpark S. W. 5, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Vaalfontein, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shop 3, Everest building, Everest St, Vanderbijlpark C. E. 2, Vanderbijlpark, 1900, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Kelvin Blvd, Vanderbijlpark C. W. 2, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Vanderbijlpark S. E. 1, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"1 Mc Colm Blvd, Vanderbijlpark C. W. 5, Vanderbijlpark, 1913, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Shakespear St, Vanderbijlpark C. W. 6, Vanderbijlpark, 1911, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Unnamed Road, Bophelong, Vanderbijlpark, 1913, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Vanderbijlpark C. C., Vanderbijlpark, 2499, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Bophelong, Vanderbijlpark, 1868, South Africa",Vanderbijlpark,Resturant,Gold,Emfuleni Local Municipality,N/A,"95,840.00","721,663.00"
"Voortrekker st &amp; Rhodes Ave, Voortrekker St, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop 2 River Square Shopping Centre Cnr General Hertzog Road &amp;, Nile Dr, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Cnr De Villiers Ave &amp; Voortrekker St, Thabo Building, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"52 Golf St, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"232 General Hertzog Rd, Avenue, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"52 Golf St, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"13 Orwell Dr, Three Rivers, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"43 Voortrekker St, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"125 General Hertzog Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Corner General Hertzog &amp;, Bashee St, Three Rivers, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Auto Centre, Shell, 76 Cassandra Ave, Bedworth Park, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Corner Mandela Drive And Golden Highway, Mandela Square, Sebokeng, Vereeniging, 1983, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"53 Old Johannesburg Rd, Arcon Park, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"R82, Arcon Park, Vereeniging, 1937, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Bilal Dr, Roshnee, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Ascot On Vaal Rd, Bedworth Park, Vereeniging, 1940, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"120 General Hertzog Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"10 Bilal Dr, Roshnee, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop 8A, President Square Shopping Centre, Kariba St, Powerville, Vereeniging, 1900, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Rafube St, Sharpeville, Vereeniging, 1933, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Service Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"13 Telford St, Duncanville, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"30 Barrage Rd, Powerville, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Lourie Rd, Stretford, Vereeniging, 1805, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"The Evaton Estate, Vereeniging, 1984, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop 3 River Walk Shop Ctr, Nile Dve, Three Rivers, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"95 Houtkop Rd, Duncanville, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Golf St, Peacehaven, Vereeniging, 1934, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"21 Leslie St, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop D14, Nile Dr, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Geduld Rd, The Evaton Estate, Vereeniging, 1980, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Kiosk No 1, 28 Voortrekker St, Vereeniging, 1928, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Three Rivers, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"82 Barrage Rd, Vereeniging, 1939, Vereenigng, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"82 Service Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Stretford, Vereeniging, 1805, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"4 Wavell St, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"1454 Mareka St, Sharpeville, Vereeniging, 1928, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"5 Harrington Rd, Duncanville, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop D14 River Square Centre, Nile Dr, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"6, Roshnee Square, 10 Bilal Dr, Roshnee, Vereeniging, 1936, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"17 Bilal Dr, Roshnee, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"120 General Hertzog Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Washington Post Service Station #53, Old Johannesburg Rd, Arcon Park, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Touws St &amp;, Umtata St, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"W 14, Nile Dr, Three Rivers, Verenigning, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"22 Umtata St, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"19 Umtata St, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"137 General Hertzog Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"35, 47 Bashee St, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"The Hanger Shop No.1 Cnr Voortrekker Str &amp;, Rhodes Ave, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Stretford, Vereeniging, 1805, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"2A Vos Ave, Sonland Park, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"12 Ring Rd, Three Rivers, Vereeniging, 1935, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"31, President Square Vaal, Playfair Blvd, Powerville, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Voortrekker St, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"8233 Vilakazi St, Sharpeville, Vereeniging, 1933, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"19 Kabul Ave, Roshnee, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Dubula Dr, Sharpeville, Vereeniging, 1928, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Lakeside problem wuerm7 Johannesburg, Vereeniging, 1984, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"5000 Houtkop Rd, Duncanville, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"5 Penelope Rd, Bedworth Park, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"17-19 Springbok St, Duncanville, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop No.1 The Hanger Mall, 4 Voortrekker St, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"1928, Sharpeville, Vereeniging, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"108A Houtkop Rd, Duncanville, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"3680 Palm Springs, Bluegum Rd, Vereeniging, 1805, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"4 Tungsten Rd, Steelpark, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Manyokolo St, Sharpeville, Vereeniging, 1928, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"120 General Hertzog Rd, Three Rivers, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"6 Nile Dr, Three Rivers, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Unit 1 Barnyard Complex C\\/O Club Str. &amp;, General Hertzog Rd, Peacehaven, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"28 Henry St, Risiville, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop 3, Euro Crossing Centre Cnr of Assegai &amp;, General Hertzog Rd, Roads, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"10 Bilal Dr, Roshnee, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"6\\/7 Checkers Centre, Arum St, Arcon Park, Vereeniging, 1937, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Union St, Vereeniging, 1936, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop no 4 roshnee square, Bilal Dr, Roshnee, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Shop No 8 President Square Cnr Ascot On Vaal &amp; Playfair Roads, Powerville, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Manyokolo St, Sharpeville, Vereeniging, 1933, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"13 Orwell Dr, Three Rivers, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"R4, Shop No 39, Bedworth Park Shopping Centre Cnr Cassandra &amp;, Ascot On Vaal Rd, Bedworth Park, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"16 Orwell Dr, Three Rivers, Vereeniging, 1930, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Leeuhof, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"7 Jimmy Sinclair St, Unitas Park AH, Vereeniging, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"Corner Of Ring &amp; Arun Road, Arcon Park, Vereeniging, 1939, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
"2 Limpopo St, Three Rivers, Vereeniging, 1929, South Africa",Vereeniging,Resturant,Gold,Emfuleni Local Municipality,N/A,"497,731.00","721,663.00"
